region,state,order_date,category,product_name,Total_Sales,Total_Profit,Quantity_Sold,Discount_Avg,Discount_Amount,Profit_Margin,Shipping_Time
Central,Wisconsin,2021-09-22,Office Supplies,ACCOHIDE Binder by Acco,33.04,15.53,8,0.0,0.0,0.4700363196125908,4.0
Central,Wisconsin,2021-09-22,Office Supplies,Xerox 1940,219.84,107.72,4,0.0,0.0,0.4899927219796215,4.0
Central,Wisconsin,2021-09-22,Technology,AT&T CL82213,86.97,25.22,3,0.0,0.0,0.28998505231689087,4.0
Central,Wisconsin,2021-09-22,Technology,Logitech Desktop MK120 Mouse and keyboard Combo,98.16,9.82,6,0.0,0.0,0.10004074979625102,4.0
Central,Wisconsin,2021-10-21,Office Supplies,Acco 3-Hole Punch,21.9,10.51,5,0.0,0.0,0.4799086757990868,6.0
Central,Wisconsin,2021-10-21,Office Supplies,GBC Instant Report Kit,38.82,19.41,6,0.0,0.0,0.5,6.0
Central,Wisconsin,2021-11-11,Office Supplies,Prestige Round Ring Binders,18.24,8.57,3,0.0,0.0,0.4698464912280702,6.0
Central,Wisconsin,2021-11-18,Furniture,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",5.82,2.74,2,0.0,0.0,0.47079037800687284,0.0
Central,Wisconsin,2021-11-18,Office Supplies,Avery 487,7.38,3.47,2,0.0,0.0,0.47018970189701903,0.0
Central,Wisconsin,2021-11-18,Office Supplies,"Companion Letter/Legal File, Black",37.76,10.57,1,0.0,0.0,0.27992584745762716,0.0
Central,Wisconsin,2021-11-18,Office Supplies,"Decoflex Hanging Personal Folder File, Blue",92.52,24.98,6,0.0,0.0,0.26999567661046264,0.0
Central,Wisconsin,2021-11-27,Furniture,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",46.94,19.25,1,0.0,0.0,0.41009799744354497,2.0
Central,Wisconsin,2021-11-27,Technology,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,143.73,56.05,9,0.0,0.0,0.3899672997982328,2.0
Central,Wisconsin,2021-12-08,Furniture,"Sauder Camden County Collection Libraries, Planked Cherry Finish",459.92,41.39,4,0.0,0.0,0.08999391198469299,5.0
Central,Wisconsin,2021-12-08,Office Supplies,"Adams Phone Message Book, 200 Message Capacity, 8 1/16 x 11",27.52,12.66,4,0.0,0.0,0.4600290697674419,5.0
Central,Wisconsin,2021-12-08,Office Supplies,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",61.06,28.09,2,0.0,0.0,0.4600393056010481,5.0
Central,Wisconsin,2021-12-08,Office Supplies,Hoover WindTunnel Plus Canister Vacuum,1089.75,305.13,3,0.0,0.0,0.27999999999999997,5.0
Central,Wisconsin,2021-12-08,Technology,Logitech G105 Gaming Keyboard,178.11,32.06,3,0.0,0.0,0.1800011229015777,5.0
Central,Wisconsin,2021-12-17,Office Supplies,Adjustable Personal File Tote,32.56,8.47,2,0.0,0.0,0.26013513513513514,4.0
Central,Wisconsin,2021-12-18,Furniture,Tensor Track Tree Floor Lamp,99.95,22.99,5,0.0,0.0,0.23001500750375187,6.0
Central,Wisconsin,2021-12-18,Technology,"Maxell 74 Minute CDR, 10/Pack",29.34,10.86,3,0.0,0.0,0.37014314928425357,6.0
East,Connecticut,2018-05-04,Furniture,DAX Wood Document Frame,27.46,9.89,2,0.0,0.0,0.36016023306627826,0.0
East,Connecticut,2018-06-21,Office Supplies,Newell 341,21.4,6.21,5,0.0,0.0,0.2901869158878505,3.0
East,Connecticut,2018-07-19,Furniture,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",70.56,-4.03,1,0.3,21.168,-0.05711451247165533,5.0
East,Connecticut,2018-07-19,Office Supplies,Acco Hanging Data Binders,3.81,1.83,1,0.0,0.0,0.4803149606299213,5.0
East,Connecticut,2018-07-19,Office Supplies,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",20.88,9.6,2,0.0,0.0,0.45977011494252873,5.0
East,Connecticut,2018-07-19,Technology,Polycom VVX 310 VoIP phone,359.98,93.59,2,0.0,0.0,0.25998666592588476,5.0
East,Connecticut,2018-08-05,Furniture,Hon GuestStacker Chair,1133.35,294.67,5,0.0,0.0,0.2599991176600345,2.0
East,Connecticut,2018-08-05,Office Supplies,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",4.56,2.01,2,0.0,0.0,0.4407894736842105,2.0
East,Connecticut,2018-08-05,Office Supplies,Fellowes Advanced Computer Series Surge Protectors,79.47,22.25,3,0.0,0.0,0.27997986661633323,2.0
East,Connecticut,2018-08-15,Office Supplies,Premium Transparent Presentation Covers by GBC,62.94,30.21,3,0.0,0.0,0.47998093422306964,3.0
East,Connecticut,2018-08-30,Office Supplies,Fellowes Bankers Box Stor/Drawer Steel Plus,95.94,9.59,3,0.0,0.0,0.09995830727538045,5.0
East,Connecticut,2018-08-30,Office Supplies,Wilson Jones Standard D-Ring Binders,25.3,11.89,5,0.0,0.0,0.4699604743083004,5.0
East,Connecticut,2018-11-03,Office Supplies,Acme Kleen Earth Office Shears,11.64,3.38,3,0.0,0.0,0.2903780068728522,5.0
East,Connecticut,2018-11-14,Office Supplies,Acco 3-Hole Punch,43.8,21.02,10,0.0,0.0,0.4799086757990868,2.0
East,Connecticut,2018-11-14,Technology,Polycom SoundPoint Pro SE-225 Corded phone,832.93,233.22,7,0.0,0.0,0.27999951976756754,2.0
East,Connecticut,2019-04-09,Office Supplies,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,370.14,144.35,3,0.0,0.0,0.3899875722699519,5.0
East,Connecticut,2019-05-28,Office Supplies,Acco Perma 4000 Stacking Storage Drawers,16.24,2.44,1,0.0,0.0,0.15024630541871922,6.0
East,Connecticut,2019-05-28,Office Supplies,"Personal Filing Tote with Lid, Black/Gray",77.55,21.71,5,0.0,0.0,0.2799484203739523,6.0
East,Connecticut,2019-05-31,Furniture,3M Hangers With Command Adhesive,22.2,9.1,6,0.0,0.0,0.4099099099099099,7.0
East,Connecticut,2019-08-28,Office Supplies,"SAFCO Mobile Desk Side File, Wire Frame",470.36,122.29,11,0.0,0.0,0.25999234628794965,5.0
East,Connecticut,2019-09-03,Office Supplies,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",137.62,60.55,2,0.0,0.0,0.43997965412004064,2.0
East,Connecticut,2019-09-03,Technology,Classic Ivory Antique Telephone ZL1810,100.49,25.12,1,0.0,0.0,0.2499751219026769,2.0
East,Connecticut,2019-09-25,Office Supplies,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",10.76,5.16,2,0.0,0.0,0.47955390334572495,4.0
East,Connecticut,2019-09-25,Office Supplies,Turquoise Lead Holder with Pocket Clip,6.7,2.21,1,0.0,0.0,0.3298507462686567,4.0
East,Connecticut,2019-09-25,Office Supplies,"Xerox Color Copier Paper, 11"" x 17"", Ream",45.68,21.01,2,0.0,0.0,0.45993870402802106,4.0
East,Connecticut,2019-10-02,Office Supplies,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",26.9,13.18,5,0.0,0.0,0.4899628252788104,4.0
East,Connecticut,2020-01-15,Furniture,"Bevis Round Bullnose 29"" High Table Top",181.8,-15.58,1,0.3,54.54,-0.08569856985698569,0.0
East,Connecticut,2020-03-09,Technology,Microsoft Sculpt Comfort Mouse,199.75,87.89,5,0.0,0.0,0.44,4.0
East,Connecticut,2020-03-30,Office Supplies,Xerox 188,11.34,5.56,1,0.0,0.0,0.49029982363315694,2.0
East,Connecticut,2020-04-21,Office Supplies,Colorific Watercolor Pencils,15.48,4.49,3,0.0,0.0,0.2900516795865633,0.0
East,Connecticut,2020-04-21,Office Supplies,Xerox 209,51.84,24.88,8,0.0,0.0,0.47993827160493824,0.0
East,Connecticut,2020-05-16,Office Supplies,"SAFCO Commercial Wire Shelving, Black",552.56,0.0,4,0.0,0.0,0.0,7.0
East,Connecticut,2020-05-17,Furniture,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,173.24,17.32,4,0.0,0.0,0.09997691064419302,1.0
East,Connecticut,2020-05-17,Office Supplies,Acme Forged Steel Scissors with Black Enamel Handles,65.17,18.9,7,0.0,0.0,0.2900107411385607,1.0
East,Connecticut,2020-05-17,Office Supplies,Avery 519,14.62,6.87,2,0.0,0.0,0.4699042407660739,1.0
East,Connecticut,2020-06-17,Office Supplies,Ibico Presentation Index for Binding Systems,7.96,3.74,2,0.0,0.0,0.4698492462311558,5.0
East,Connecticut,2020-06-17,Office Supplies,Newell 35,9.84,2.85,3,0.0,0.0,0.28963414634146345,5.0
East,Connecticut,2020-06-17,Technology,Wireless Extenders zBoost YX545 SOHO Signal Booster,566.97,153.08,3,0.0,0.0,0.269996648852673,5.0
East,Connecticut,2020-09-03,Office Supplies,"Adams Phone Message Book, 200 Message Capacity, 8 1/16 x 11",48.16,22.15,7,0.0,0.0,0.4599252491694352,2.0
East,Connecticut,2020-10-21,Furniture,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",1043.92,271.42,4,0.0,0.0,0.26000076634224845,0.0
East,Connecticut,2020-10-21,Office Supplies,Pizazz Global Quick File,104.79,29.34,7,0.0,0.0,0.27998854852562266,0.0
East,Connecticut,2020-10-21,Office Supplies,Staple remover,7.36,0.15,2,0.0,0.0,0.020380434782608692,0.0
East,Connecticut,2020-10-21,Office Supplies,Wilson Jones Snap Scratch Pad Binder Tool for Ring Binders,23.2,10.44,4,0.0,0.0,0.45,0.0
East,Connecticut,2020-11-26,Office Supplies,Xerox 1959,13.36,6.41,2,0.0,0.0,0.4797904191616767,2.0
East,Connecticut,2020-11-26,Technology,Micropad Numeric Keypads,59.97,14.99,3,0.0,0.0,0.24995831248957814,2.0
East,Connecticut,2020-11-28,Office Supplies,Avery Poly Binder Pockets,7.16,3.44,2,0.0,0.0,0.48044692737430167,4.0
East,Connecticut,2020-12-01,Furniture,Hon Every-Day Series Multi-Task Chairs,751.92,150.38,4,0.0,0.0,0.19999468028513673,4.0
East,Connecticut,2020-12-01,Office Supplies,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",88.08,40.52,6,0.0,0.0,0.4600363306085377,4.0
East,Connecticut,2021-01-20,Office Supplies,Newell 326,3.52,1.02,2,0.0,0.0,0.2897727272727273,6.0
East,Connecticut,2021-02-16,Office Supplies,Fellowes Staxonsteel Drawer Files,579.51,81.13,3,0.0,0.0,0.13999758416593328,5.0
East,Connecticut,2021-02-16,Technology,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",14.99,7.35,1,0.0,0.0,0.49032688458972645,5.0
East,Connecticut,2021-02-28,Office Supplies,Pressboard Hanging Data Binders for Unburst Sheets,9.84,4.72,2,0.0,0.0,0.4796747967479675,6.0
East,Connecticut,2021-02-28,Office Supplies,"Southworth 100% Résumé Paper, 24lb.",7.78,3.5,1,0.0,0.0,0.4498714652956298,6.0
East,Connecticut,2021-03-13,Office Supplies,GBC VeloBind Cover Sets,30.88,15.44,2,0.0,0.0,0.5,2.0
East,Connecticut,2021-03-13,Office Supplies,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,465.16,120.94,2,0.0,0.0,0.2599965603233296,2.0
East,Connecticut,2021-03-13,Office Supplies,Strathmore Photo Mount Cards,27.12,12.48,4,0.0,0.0,0.46017699115044247,2.0
East,Connecticut,2021-03-20,Office Supplies,Xerox 1988,61.96,27.88,2,0.0,0.0,0.4499677211103938,4.0
East,Connecticut,2021-03-20,Technology,WD My Passport Ultra 2TB Portable External Hard Drive,238.0,38.08,2,0.0,0.0,0.16,4.0
East,Connecticut,2021-04-02,Office Supplies,Newell 318,11.12,2.89,4,0.0,0.0,0.2598920863309353,3.0
East,Connecticut,2021-04-10,Office Supplies,Recycled Steel Personal File for Hanging File Folders,286.15,71.54,5,0.0,0.0,0.25000873667656826,4.0
East,Connecticut,2021-04-10,Technology,Logitech G700s Rechargeable Gaming Mouse,99.99,42.0,1,0.0,0.0,0.42004200420042004,4.0
East,Connecticut,2021-04-30,Office Supplies,Avery 5,5.76,2.82,2,0.0,0.0,0.4895833333333333,2.0
East,Connecticut,2021-06-08,Office Supplies,Wilson Jones Impact Binders,10.36,5.08,2,0.0,0.0,0.49034749034749037,6.0
East,Connecticut,2021-06-29,Furniture,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",25.16,8.55,2,0.0,0.0,0.33982511923688397,3.0
East,Connecticut,2021-06-29,Furniture,"Hon Metal Bookcases, Putty",638.82,185.26,9,0.0,0.0,0.29000344384959764,3.0
East,Connecticut,2021-06-29,Office Supplies,Acme Box Cutter Scissors,30.69,7.98,3,0.0,0.0,0.260019550342131,3.0
East,Connecticut,2021-07-09,Office Supplies,Prismacolor Color Pencil Set,119.04,48.81,6,0.0,0.0,0.4100302419354839,6.0
East,Connecticut,2021-07-09,Office Supplies,Tennsco Industrial Shelving,195.64,3.91,4,0.0,0.0,0.019985687998364345,6.0
East,Connecticut,2021-07-09,Office Supplies,Xerox 1914,274.8,134.65,5,0.0,0.0,0.48999272197962157,6.0
East,Connecticut,2021-07-09,Technology,Digium D40 VoIP phone,257.98,74.81,2,0.0,0.0,0.2899837196681913,6.0
East,Connecticut,2021-09-02,Office Supplies,Crate-A-Files,10.9,2.83,1,0.0,0.0,0.25963302752293577,5.0
East,Connecticut,2021-09-02,Office Supplies,Xerox 1890,146.82,73.41,3,0.0,0.0,0.5,5.0
East,Connecticut,2021-09-02,Office Supplies,Xerox 191,79.92,37.56,4,0.0,0.0,0.46996996996997,5.0
East,Connecticut,2021-09-15,Office Supplies,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,38.62,10.81,2,0.0,0.0,0.2799067840497152,6.0
East,Connecticut,2021-09-15,Technology,Micro Innovations Wireless Classic Keyboard with Mouse,59.98,10.8,2,0.0,0.0,0.1800600200066689,6.0
East,Connecticut,2021-10-15,Office Supplies,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,13.05,6.0,5,0.0,0.0,0.45977011494252873,4.0
East,Connecticut,2021-12-01,Furniture,Global Comet Stacking Armless Chair,897.15,251.2,3,0.0,0.0,0.279997770718386,5.0
East,Connecticut,2021-12-01,Office Supplies,Xerox 214,19.44,9.33,3,0.0,0.0,0.47993827160493824,5.0
East,Connecticut,2021-12-10,Office Supplies,Convenience Packs of Business Envelopes,10.86,5.1,3,0.0,0.0,0.46961325966850825,0.0
East,Connecticut,2021-12-10,Office Supplies,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,426.79,123.77,7,0.0,0.0,0.290002108765435,0.0
East,Connecticut,2021-12-23,Furniture,DAX Wood Document Frame,27.46,9.89,2,0.0,0.0,0.36016023306627826,7.0
East,Connecticut,2021-12-23,Furniture,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",181.95,38.21,3,0.0,0.0,0.21000274800769445,4.0
East,Delaware,2018-01-11,Furniture,"DAX Value U-Channel Document Frames, Easel Back",9.94,3.08,2,0.0,0.0,0.3098591549295775,3.0
East,Delaware,2018-04-29,Technology,Square Credit Card Reader,19.98,5.19,2,0.0,0.0,0.2597597597597598,5.0
East,Delaware,2018-06-17,Technology,Texas Instruments TI-34 Scientific Calculator,65.97,31.01,3,0.0,0.0,0.47006214946187663,6.0
East,Delaware,2018-07-14,Office Supplies,Belkin 7 Outlet SurgeMaster II,39.48,11.05,1,0.0,0.0,0.27988855116514694,6.0
East,Delaware,2018-08-26,Furniture,Acrylic Self-Standing Desk Frames,10.68,4.06,4,0.0,0.0,0.3801498127340824,6.0
East,Delaware,2018-08-26,Office Supplies,Avoid Verbal Orders Carbonless Minifold Book,3.38,1.55,1,0.0,0.0,0.45857988165680474,6.0
East,Delaware,2018-08-26,Office Supplies,Newell 340,8.64,2.51,3,0.0,0.0,0.2905092592592592,6.0
East,Delaware,2018-08-26,Office Supplies,Xerox 1978,17.34,8.5,3,0.0,0.0,0.49019607843137253,6.0
East,Delaware,2018-08-26,Technology,Plantronics Audio 478 Stereo USB Headset,149.97,52.49,3,0.0,0.0,0.3500033340001334,6.0
East,Delaware,2018-09-23,Office Supplies,Ibico Covers for Plastic or Wire Binding Elements,34.5,15.52,3,0.0,0.0,0.4498550724637681,2.0
East,Delaware,2018-09-23,Office Supplies,Newell 351,9.84,2.85,3,0.0,0.0,0.28963414634146345,2.0
East,Delaware,2018-09-23,Office Supplies,Wilson Jones Suede Grain Vinyl Binders,11.12,5.45,4,0.0,0.0,0.4901079136690648,4.0
East,Delaware,2018-11-17,Furniture,Eldon Econocleat Chair Mats for Low Pile Carpets,124.41,14.93,3,0.0,0.0,0.12000643035125794,5.0
East,Delaware,2018-11-17,Office Supplies,Deluxe Chalkboard Eraser Cleaner,57.75,26.56,5,0.0,0.0,0.4599134199134199,5.0
East,Delaware,2018-11-17,Office Supplies,Smead Adjustable Mobile File Trolley with Lockable Top,2934.33,792.27,7,0.0,0.0,0.2700003067139688,5.0
East,Delaware,2018-11-19,Furniture,Sauder Inglewood Library Bookcases,1025.88,235.95,6,0.0,0.0,0.22999766054509296,6.0
East,Delaware,2018-11-19,Office Supplies,Avery 480,22.5,10.8,6,0.0,0.0,0.48000000000000004,6.0
East,Delaware,2018-11-19,Office Supplies,Avery 499,9.96,4.58,2,0.0,0.0,0.4598393574297188,6.0
East,Delaware,2018-11-19,Office Supplies,"Premier Elliptical Ring Binder, Black",213.08,102.28,7,0.0,0.0,0.48000750891683874,6.0
East,Delaware,2018-12-21,Office Supplies,Avery 492,17.28,7.95,6,0.0,0.0,0.4600694444444444,4.0
East,Delaware,2019-01-02,Office Supplies,Newell 313,9.84,2.66,3,0.0,0.0,0.2703252032520325,2.0
East,Delaware,2019-01-02,Office Supplies,"SAFCO Mobile Desk Side File, Wire Frame",85.52,22.24,2,0.0,0.0,0.2600561272217025,2.0
East,Delaware,2019-01-02,Office Supplies,Xerox 1959,20.04,9.62,3,0.0,0.0,0.4800399201596806,2.0
East,Delaware,2019-01-12,Office Supplies,"Dual Level, Single-Width Filing Carts",465.18,120.95,3,0.0,0.0,0.26000687905756914,6.0
East,Delaware,2019-02-06,Furniture,"Hon Metal Bookcases, Putty",283.92,82.34,4,0.0,0.0,0.29001127078050154,7.0
East,Delaware,2019-02-06,Furniture,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,1268.82,266.45,9,0.0,0.0,0.20999826610551536,7.0
East,Delaware,2019-02-06,Office Supplies,SANFORD Liquid Accent Tank-Style Highlighters,5.68,1.76,2,0.0,0.0,0.3098591549295775,7.0
East,Delaware,2019-03-07,Office Supplies,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",30.44,14.92,2,0.0,0.0,0.49014454664914586,3.0
East,Delaware,2019-03-07,Office Supplies,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,69.28,33.25,2,0.0,0.0,0.47993648960739027,3.0
East,Delaware,2019-03-07,Technology,LG G3,587.97,170.51,3,0.0,0.0,0.28999778900284023,3.0
East,Delaware,2019-03-07,Technology,Microsoft Sculpt Comfort Mouse,119.85,52.73,3,0.0,0.0,0.4399666249478515,3.0
East,Delaware,2019-06-12,Office Supplies,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",29.9,5.08,5,0.0,0.0,0.16989966555183947,5.0
East,Delaware,2019-07-11,Furniture,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",199.84,-37.11,4,0.3,59.952,-0.18569855884707764,1.0
East,Delaware,2019-07-11,Office Supplies,Tuf-Vin Binders,221.06,103.9,7,0.0,0.0,0.4700081425857234,1.0
East,Delaware,2019-07-11,Technology,Wilson Electronics DB Pro Signal Booster,716.0,193.32,2,0.0,0.0,0.27,1.0
East,Delaware,2019-10-05,Office Supplies,"Personal Filing Tote with Lid, Black/Gray",77.55,21.71,5,0.0,0.0,0.2799484203739523,3.0
East,Delaware,2019-10-25,Furniture,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",291.1,75.69,5,0.0,0.0,0.2600137409824802,5.0
East,Delaware,2019-10-25,Technology,ClearOne Communications CHAT 70 OC Speaker Phone,158.99,41.34,1,0.0,0.0,0.2600163532297629,5.0
East,Delaware,2019-11-07,Office Supplies,Loose Memo Sheets,7.3,3.43,2,0.0,0.0,0.46986301369863015,3.0
East,Delaware,2019-11-07,Office Supplies,Rubber Band Ball,26.18,0.52,7,0.0,0.0,0.019862490450725745,3.0
East,Delaware,2019-11-13,Furniture,Bestar Classic Bookcase,299.97,56.99,3,0.0,0.0,0.18998566523318997,6.0
East,Delaware,2019-11-13,Office Supplies,"Adams Telephone Message Books, 5 1/4 x 11",42.28,19.87,7,0.0,0.0,0.4699621570482498,6.0
East,Delaware,2019-11-13,Technology,BlackBerry Q10,377.97,94.49,3,0.0,0.0,0.24999338571844323,6.0
East,Delaware,2019-11-13,Technology,Innergie mMini Combo Duo USB Travel Charging Kit,89.98,43.19,2,0.0,0.0,0.47999555456768167,6.0
East,Delaware,2019-11-14,Furniture,"Executive Impressions 13"" Chairman Wall Clock",76.14,26.65,3,0.0,0.0,0.35001313370107695,5.0
East,Delaware,2019-11-14,Office Supplies,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",19.96,9.38,2,0.0,0.0,0.46993987975951906,5.0
East,Delaware,2019-11-23,Office Supplies,"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack",44.1,20.73,6,0.0,0.0,0.47006802721088436,2.0
East,Delaware,2019-11-23,Office Supplies,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",13.12,5.64,4,0.0,0.0,0.4298780487804878,2.0
East,Delaware,2019-11-23,Office Supplies,Staple envelope,16.56,7.78,2,0.0,0.0,0.4698067632850242,2.0
East,Delaware,2019-11-23,Office Supplies,Xerox 226,38.88,18.66,6,0.0,0.0,0.47993827160493824,2.0
East,Delaware,2019-11-23,Technology,Nortel Meridian M3904 Professional Digital phone,307.98,89.31,2,0.0,0.0,0.28998636275082795,2.0
East,Delaware,2019-11-27,Technology,Apple EarPods with Remote and Mic,83.97,23.51,3,0.0,0.0,0.2799809455758009,2.0
East,Delaware,2019-11-27,Technology,"Perixx PERIBOARD-512B, Ergonomic Split Keyboard",104.97,7.35,3,0.0,0.0,0.07002000571591883,2.0
East,Delaware,2020-03-03,Office Supplies,GBC ProClick Punch Binding System,447.86,219.45,7,0.0,0.0,0.4899968740231322,5.0
East,Delaware,2020-03-03,Office Supplies,Xerox 194,166.44,79.89,3,0.0,0.0,0.47999279019466473,5.0
East,Delaware,2020-03-03,Technology,Pyle PMP37LED,479.95,129.59,5,0.0,0.0,0.2700072924262944,5.0
East,Delaware,2020-03-17,Office Supplies,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",32.54,15.94,2,0.0,0.0,0.48985863552550707,0.0
East,Delaware,2020-03-17,Technology,Plantronics Voyager Pro HD - Bluetooth Headset,129.98,62.39,2,0.0,0.0,0.4799969226034775,0.0
East,Delaware,2020-05-08,Furniture,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",211.96,42.39,2,0.0,0.0,0.19999056425740705,5.0
East,Delaware,2020-06-05,Office Supplies,Avery White Multi-Purpose Labels,14.94,6.87,3,0.0,0.0,0.4598393574297189,6.0
East,Delaware,2020-06-05,Office Supplies,Newell 314,11.16,2.79,2,0.0,0.0,0.25,6.0
East,Delaware,2020-06-05,Office Supplies,Standard Rollaway File with Lock,360.38,93.7,2,0.0,0.0,0.2600033298185249,6.0
East,Delaware,2020-06-12,Furniture,Artistic Insta-Plaque,47.04,18.35,3,0.0,0.0,0.390093537414966,3.0
East,Delaware,2020-06-12,Office Supplies,"Companion Letter/Legal File, Black",226.56,63.44,6,0.0,0.0,0.2800141242937853,3.0
East,Delaware,2020-06-12,Office Supplies,DXL Angle-View Binders with Locking Rings by Samsill,30.84,13.88,4,0.0,0.0,0.45006485084306097,3.0
East,Delaware,2020-06-12,Office Supplies,Globe Weis Peel & Seel First Class Envelopes,115.02,51.76,9,0.0,0.0,0.45000869414014955,3.0
East,Delaware,2020-06-12,Technology,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,68.04,19.73,7,0.0,0.0,0.2899764844209288,3.0
East,Delaware,2020-06-16,Office Supplies,Avery 518,9.45,4.54,3,0.0,0.0,0.4804232804232805,6.0
East,Delaware,2020-06-20,Technology,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,45.0,4.95,3,0.0,0.0,0.11,5.0
East,Delaware,2020-06-20,Technology,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",21.8,6.1,2,0.0,0.0,0.2798165137614679,5.0
East,Delaware,2020-10-21,Office Supplies,Avery Reinforcements for Hole-Punch Pages,7.92,3.56,4,0.0,0.0,0.4494949494949495,5.0
East,Delaware,2020-11-14,Furniture,Stacking Trays by OIC,19.92,6.57,4,0.0,0.0,0.32981927710843373,6.0
East,Delaware,2020-11-14,Office Supplies,Tops Wirebound Message Log Books,16.45,7.57,5,0.0,0.0,0.4601823708206687,6.0
East,Delaware,2020-11-20,Office Supplies,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",128.4,62.92,3,0.0,0.0,0.4900311526479751,4.0
East,Delaware,2020-12-05,Furniture,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,13.4,6.43,1,0.0,0.0,0.4798507462686567,5.0
East,Delaware,2020-12-05,Office Supplies,"#10 White Business Envelopes,4 1/8 x 9 1/2",109.69,51.55,7,0.0,0.0,0.4699607986142766,5.0
East,Delaware,2020-12-05,Office Supplies,Easy-staple paper,4.98,2.34,1,0.0,0.0,0.4698795180722891,5.0
East,Delaware,2021-03-02,Furniture,"Bush Cubix Collection Bookcases, Fully Assembled",441.96,101.65,2,0.0,0.0,0.22999818988143725,6.0
East,Delaware,2021-03-02,Office Supplies,Easy-staple paper,68.04,33.34,6,0.0,0.0,0.49000587889476777,6.0
East,Delaware,2021-03-02,Office Supplies,Newell 34,59.52,15.48,3,0.0,0.0,0.2600806451612903,6.0
East,Delaware,2021-03-02,Office Supplies,Staple envelope,57.96,27.24,7,0.0,0.0,0.46997929606625255,6.0
East,Delaware,2021-05-13,Office Supplies,GBC Twin Loop Wire Binding Elements,299.52,149.76,9,0.0,0.0,0.5,5.0
East,Delaware,2021-07-08,Furniture,36X48 HARDFLOOR CHAIRMAT,83.92,5.87,4,0.0,0.0,0.06994756911344137,4.0
East,Delaware,2021-07-08,Furniture,Tensor Track Tree Floor Lamp,39.98,9.2,2,0.0,0.0,0.23011505752876438,4.0
East,Delaware,2021-07-08,Office Supplies,Hunt Boston Vacuum Mount KS Pencil Sharpener,174.95,45.49,5,0.0,0.0,0.26001714775650187,4.0
East,Delaware,2021-07-08,Office Supplies,Newell 325,28.91,8.67,7,0.0,0.0,0.299896229678312,4.0
East,Delaware,2021-07-08,Technology,Maxell 4.7GB DVD-R,141.9,58.18,5,0.0,0.0,0.4100070472163495,4.0
East,Delaware,2021-07-15,Furniture,Hon 2111 Invitation Series Straight Table,310.44,-48.78,3,0.3,93.13199999999999,-0.15713181291070738,4.0
East,Delaware,2021-07-15,Office Supplies,GBC Standard Plastic Binding Systems Combs,26.55,13.01,3,0.0,0.0,0.49001883239171373,4.0
East,Delaware,2021-07-31,Office Supplies,Avery Personal Creations Heavyweight Cards,11.54,5.54,1,0.0,0.0,0.4800693240901214,4.0
