ship_id,order_id,order_date,ship_date,ship_mode_id,customer_id,product_id,quantity
880,CA-2021-111689,2021-11-30,2021-12-02,1,HP-14815,OFF-BI-10003984,3
881,CA-2021-111689,2021-11-30,2021-12-02,1,HP-14815,FUR-CH-10004287,5
882,CA-2019-129098,2019-10-09,2019-10-13,2,DK-13090,OFF-ST-10001321,2
883,US-2021-123463,2021-12-23,2021-12-23,4,GZ-14470,OFF-AR-10001118,4
884,CA-2020-165148,2020-10-22,2020-10-24,3,PM-19135,FUR-FU-10000732,5
885,CA-2018-134061,2018-04-29,2018-05-04,2,LL-16840,FUR-FU-10001424,2
886,CA-2019-143602,2019-04-25,2019-04-28,1,JS-15595,OFF-BI-10002071,3
887,CA-2021-115364,2021-06-26,2021-07-02,2,OT-18730,OFF-ST-10002486,12
888,CA-2021-150707,2021-10-14,2021-10-19,2,EL-13735,OFF-BI-10001078,7
889,CA-2018-104976,2018-12-09,2018-12-16,2,CK-12760,OFF-PA-10003845,6
890,CA-2021-132934,2021-06-20,2021-06-26,2,JE-15475,TEC-AC-10000927,5
891,CA-2021-132934,2021-06-20,2021-06-26,2,JE-15475,OFF-BI-10001098,3
892,CA-2021-133256,2021-06-26,2021-06-27,3,TH-21550,OFF-PA-10001622,1
893,CA-2021-133256,2021-06-26,2021-06-27,3,TH-21550,OFF-AR-10003158,4
894,CA-2021-133256,2021-06-26,2021-06-27,3,TH-21550,TEC-PH-10002660,8
895,CA-2020-105494,2020-11-10,2020-11-12,3,PC-18745,OFF-ST-10002205,7
896,CA-2020-105494,2020-11-10,2020-11-12,3,PC-18745,OFF-BI-10003364,3
897,CA-2020-140634,2020-10-03,2020-10-06,1,HL-15040,OFF-EN-10001990,2
898,CA-2018-144407,2018-09-09,2018-09-15,2,MS-17365,OFF-LA-10003923,7
899,CA-2021-160983,2021-10-29,2021-10-31,1,GB-14530,OFF-PA-10002250,8
900,US-2020-114622,2020-04-10,2020-04-12,3,JR-16210,OFF-BI-10004716,2
901,CA-2021-150959,2021-11-11,2021-11-13,3,TD-20995,OFF-LA-10001045,5
902,CA-2021-150959,2021-11-11,2021-11-13,3,TD-20995,OFF-BI-10001510,4
903,CA-2021-132353,2021-09-15,2021-09-17,3,DB-13060,TEC-PH-10004536,3
904,CA-2020-130477,2020-04-08,2020-04-12,2,LC-17140,OFF-PA-10002947,3
905,CA-2020-130477,2020-04-08,2020-04-12,2,LC-17140,OFF-ST-10002583,2
906,CA-2020-130477,2020-04-08,2020-04-12,2,LC-17140,OFF-PA-10000019,2
907,CA-2021-143259,2021-12-30,2022-01-03,2,PO-18865,FUR-BO-10003441,4
908,CA-2021-143259,2021-12-30,2022-01-03,2,PO-18865,TEC-PH-10004774,7
909,CA-2021-143259,2021-12-30,2022-01-03,2,PO-18865,OFF-BI-10003684,3
910,CA-2021-137596,2021-09-02,2021-09-07,2,BE-11335,TEC-PH-10001494,4
911,CA-2021-137596,2021-09-02,2021-09-07,2,BE-11335,TEC-AC-10004666,7
912,CA-2021-137596,2021-09-02,2021-09-07,2,BE-11335,OFF-ST-10003816,2
913,CA-2019-133627,2019-05-31,2019-06-07,2,SC-20050,FUR-FU-10001935,6
914,CA-2021-102519,2021-11-27,2021-11-29,3,BM-11650,FUR-FU-10004091,1
915,CA-2021-102519,2021-11-27,2021-11-29,3,BM-11650,TEC-AC-10001772,9
916,US-2018-141215,2018-06-15,2018-06-21,2,KL-16555,FUR-TA-10001520,2
917,US-2018-141215,2018-06-15,2018-06-21,2,KL-16555,FUR-CH-10003379,4
918,US-2018-141215,2018-06-15,2018-06-21,2,KL-16555,OFF-BI-10002706,3
919,CA-2020-165218,2020-03-05,2020-03-11,2,RW-19630,OFF-EN-10000056,3
920,CA-2020-165218,2020-03-05,2020-03-11,2,RW-19630,OFF-ST-10001558,1
921,CA-2018-138296,2018-12-05,2018-12-12,2,RC-19825,OFF-ST-10002444,2
922,CA-2019-111164,2019-04-11,2019-04-15,2,SE-20110,TEC-AC-10002473,3
923,CA-2019-111164,2019-04-11,2019-04-15,2,SE-20110,TEC-PH-10004531,1
924,CA-2019-111164,2019-04-11,2019-04-15,2,SE-20110,OFF-AP-10004487,5
925,CA-2020-149797,2020-09-15,2020-09-20,2,AH-10075,OFF-BI-10003650,2
926,CA-2018-132962,2018-09-13,2018-09-16,3,JM-15535,OFF-PA-10003543,3
927,CA-2018-132962,2018-09-13,2018-09-16,3,JM-15535,TEC-AC-10004353,5
928,CA-2019-115091,2019-10-05,2019-10-09,2,JJ-15760,OFF-AR-10000658,4
929,CA-2019-115091,2019-10-05,2019-10-09,2,JJ-15760,OFF-AP-10000696,2
930,CA-2021-144932,2021-04-14,2021-04-17,3,AB-10165,OFF-AR-10003560,3
931,CA-2021-144932,2021-04-14,2021-04-17,3,AB-10165,OFF-AR-10001468,3
932,CA-2021-144932,2021-04-14,2021-04-17,3,AB-10165,OFF-PA-10004971,3
933,CA-2021-114216,2021-09-02,2021-09-06,2,RK-19300,OFF-PA-10002195,3
934,CA-2020-140081,2020-06-20,2020-06-24,2,CG-12040,OFF-PA-10001745,8
935,CA-2020-140081,2020-06-20,2020-06-24,2,CG-12040,OFF-BI-10004826,6
936,CA-2020-140081,2020-06-20,2020-06-24,2,CG-12040,OFF-PA-10001870,3
937,CA-2020-140081,2020-06-20,2020-06-24,2,CG-12040,OFF-AP-10001058,2
938,US-2021-111745,2021-11-05,2021-11-06,3,RA-19885,TEC-AC-10003911,1
939,CA-2019-148250,2019-12-13,2019-12-17,2,RP-19270,OFF-PA-10000289,2
940,CA-2019-148250,2019-12-13,2019-12-17,2,RP-19270,OFF-AP-10003040,4
941,CA-2020-105760,2020-06-19,2020-06-20,3,KC-16255,OFF-PA-10000350,2
942,CA-2020-142958,2020-12-13,2020-12-20,2,RW-19630,OFF-BI-10001759,2
943,CA-2020-142958,2020-12-13,2020-12-20,2,RW-19630,FUR-TA-10000577,4
944,CA-2019-120880,2019-05-29,2019-06-03,2,JL-15850,OFF-PA-10004101,5
945,CA-2019-120880,2019-05-29,2019-06-03,2,JL-15850,OFF-ST-10001496,3
946,CA-2019-120880,2019-05-29,2019-06-03,2,JL-15850,OFF-BI-10002931,5
947,US-2019-140200,2019-07-26,2019-07-28,3,CA-12775,FUR-TA-10002356,3
948,US-2021-110576,2021-11-28,2021-12-02,2,RB-19795,FUR-FU-10003601,7
949,US-2021-110576,2021-11-28,2021-12-02,2,RB-19795,FUR-FU-10000576,6
950,US-2021-110576,2021-11-28,2021-12-02,2,RB-19795,FUR-TA-10004154,12
951,US-2021-110576,2021-11-28,2021-12-02,2,RB-19795,OFF-PA-10000788,3
952,US-2021-110576,2021-11-28,2021-12-02,2,RB-19795,OFF-PA-10002479,6
953,CA-2021-131156,2021-04-03,2021-04-07,2,KH-16360,FUR-FU-10004351,4
954,CA-2021-136539,2021-12-28,2022-01-01,2,GH-14665,OFF-AR-10001958,2
955,CA-2021-136539,2021-12-28,2022-01-01,2,GH-14665,FUR-BO-10004709,2
956,CA-2021-119305,2021-11-30,2021-12-04,2,SW-20275,OFF-ST-10000604,5
957,CA-2021-102414,2021-05-15,2021-05-18,1,JA-15970,TEC-PH-10002923,1
958,CA-2021-102414,2021-05-15,2021-05-18,1,JA-15970,OFF-BI-10004465,2
959,CA-2021-102414,2021-05-15,2021-05-18,1,JA-15970,OFF-PA-10002333,3
960,CA-2019-112571,2019-09-22,2019-09-22,4,DL-12925,FUR-FU-10004188,2
961,CA-2021-152142,2021-11-14,2021-11-19,2,LW-16990,FUR-CH-10002965,2
962,CA-2019-160059,2019-11-27,2019-12-01,2,TB-21190,OFF-BI-10000145,2
963,CA-2020-120859,2020-09-01,2020-09-04,3,CV-12805,OFF-EN-10001335,2
964,CA-2018-127488,2018-09-22,2018-09-24,1,MS-17365,OFF-LA-10001613,2
965,CA-2021-135279,2021-04-09,2021-04-11,3,BS-11800,OFF-LA-10004055,2
966,CA-2021-135279,2021-04-09,2021-04-11,3,BS-11800,OFF-AR-10004344,3
967,CA-2021-135279,2021-04-09,2021-04-11,3,BS-11800,OFF-PA-10004621,2
968,CA-2021-135279,2021-04-09,2021-04-11,3,BS-11800,OFF-PA-10001281,4
969,CA-2021-135279,2021-04-09,2021-04-11,3,BS-11800,OFF-LA-10001613,3
970,CA-2021-135279,2021-04-09,2021-04-11,3,BS-11800,OFF-ST-10001097,3
971,CA-2018-115791,2018-01-16,2018-01-18,1,DL-13315,FUR-FU-10001095,6
972,CA-2018-115791,2018-01-16,2018-01-18,1,DL-13315,TEC-PH-10004614,3
973,CA-2018-115791,2018-01-16,2018-01-18,1,DL-13315,OFF-BI-10001575,2
974,CA-2018-115791,2018-01-16,2018-01-18,1,DL-13315,OFF-LA-10001074,3
975,US-2021-103247,2021-10-05,2021-10-08,1,PO-19195,TEC-PH-10003555,7
976,US-2021-103247,2021-10-05,2021-10-08,1,PO-19195,OFF-BI-10004492,3
977,US-2021-100209,2021-07-09,2021-07-15,2,TD-20995,OFF-BI-10002012,2
978,CA-2021-159366,2021-01-07,2021-01-10,3,BW-11110,TEC-MA-10000822,2
979,CA-2020-145499,2020-05-30,2020-05-31,3,RW-19690,OFF-BI-10000848,2
980,CA-2019-157035,2019-12-09,2019-12-12,3,KB-16600,OFF-PA-10004156,3
981,CA-2020-144939,2020-10-03,2020-10-08,2,EB-13870,FUR-CH-10003199,6
982,CA-2018-163419,2018-11-11,2018-11-14,1,TZ-21580,OFF-AR-10000034,1
983,CA-2018-163419,2018-11-11,2018-11-14,1,TZ-21580,TEC-PH-10000560,2
984,CA-2018-163419,2018-11-11,2018-11-14,1,TZ-21580,FUR-CH-10000665,5
985,CA-2021-100314,2021-09-29,2021-10-05,2,AS-10630,OFF-LA-10001569,2
986,CA-2021-100314,2021-09-29,2021-10-05,2,AS-10630,OFF-EN-10000461,4
987,CA-2021-100314,2021-09-29,2021-10-05,2,AS-10630,TEC-MA-10003066,3
988,CA-2019-146829,2019-03-10,2019-03-10,4,TS-21340,OFF-BI-10004022,2
989,CA-2021-167899,2021-05-21,2021-05-26,2,JG-15805,FUR-FU-10004071,5
990,CA-2021-167899,2021-05-21,2021-05-26,2,JG-15805,OFF-AR-10001988,3
991,CA-2019-153549,2019-03-29,2019-03-31,1,SL-20155,FUR-CH-10004086,5
992,CA-2020-110023,2020-09-09,2020-09-11,3,TS-21610,OFF-BI-10001036,2
993,CA-2020-105585,2020-08-26,2020-08-27,3,RF-19735,OFF-FA-10002983,3
994,CA-2020-105585,2020-08-26,2020-08-27,3,RF-19735,OFF-PA-10003625,5
995,CA-2018-117639,2018-05-21,2018-05-25,2,MW-18235,OFF-BI-10003925,7
996,CA-2018-117639,2018-05-21,2018-05-25,2,MW-18235,TEC-PH-10001530,3
997,CA-2019-162537,2019-10-28,2019-11-03,2,RD-19585,OFF-EN-10003862,1
998,CA-2019-162537,2019-10-28,2019-11-03,2,RD-19585,OFF-ST-10004258,3
999,CA-2019-162537,2019-10-28,2019-11-03,2,RD-19585,FUR-FU-10002885,5
1000,CA-2019-162537,2019-10-28,2019-11-03,2,RD-19585,FUR-FU-10001918,7
1001,CA-2020-155488,2020-11-13,2020-11-17,2,FM-14290,OFF-AR-10002956,2
1002,CA-2019-124891,2019-07-31,2019-07-31,4,RH-19495,TEC-AC-10003033,7
1003,CA-2019-124891,2019-07-31,2019-07-31,4,RH-19495,FUR-TA-10002903,7
1004,CA-2019-124891,2019-07-31,2019-07-31,4,RH-19495,OFF-PA-10004621,3
1005,CA-2019-126445,2019-08-27,2019-08-31,2,RA-19945,OFF-ST-10000046,3
1006,CA-2019-111199,2019-11-13,2019-11-17,2,JK-15730,OFF-PA-10001790,3
1007,CA-2019-105312,2019-11-06,2019-11-09,3,MT-17815,OFF-EN-10002600,3
1008,CA-2019-105312,2019-11-06,2019-11-09,3,MT-17815,OFF-BI-10002049,3
1009,US-2021-106705,2021-12-26,2022-01-01,2,PO-18850,OFF-PA-10001509,5
1010,CA-2021-135034,2021-08-01,2021-08-03,3,AT-10735,TEC-PH-10003931,2
1011,CA-2018-158540,2018-11-24,2018-11-26,3,VG-21790,FUR-FU-10001602,4
1012,CA-2021-118437,2021-06-17,2021-06-21,1,PF-19165,FUR-FU-10004848,3
1013,CA-2021-118437,2021-06-17,2021-06-21,1,PF-19165,OFF-ST-10003722,1
1014,US-2019-126214,2019-12-21,2019-12-24,1,JS-15880,FUR-TA-10003748,13
1015,US-2019-126214,2019-12-21,2019-12-24,1,JS-15880,TEC-AC-10003198,1
1016,CA-2019-133025,2019-09-17,2019-09-19,1,MO-17800,OFF-PA-10004100,5
1017,CA-2019-108665,2019-07-06,2019-07-10,2,KM-16225,FUR-FU-10002191,2
1018,CA-2019-108665,2019-07-06,2019-07-10,2,KM-16225,FUR-FU-10000965,3
1019,CA-2019-108665,2019-07-06,2019-07-10,2,KM-16225,TEC-PH-10004188,5
1020,CA-2019-108665,2019-07-06,2019-07-10,2,KM-16225,OFF-ST-10001526,5
1021,CA-2019-124450,2019-04-27,2019-05-03,2,GT-14710,OFF-AR-10001166,3
1022,CA-2019-124450,2019-04-27,2019-05-03,2,GT-14710,FUR-CH-10000309,3
1023,CA-2019-124450,2019-04-27,2019-05-03,2,GT-14710,TEC-MA-10004212,8
1024,CA-2019-167269,2019-06-16,2019-06-20,2,PB-19150,OFF-EN-10003072,2
1025,CA-2021-106964,2021-12-17,2021-12-20,3,HR-14770,OFF-BI-10000320,2
1026,CA-2020-126529,2020-01-11,2020-01-13,1,DE-13255,OFF-PA-10001166,3
1027,CA-2020-126529,2020-01-11,2020-01-13,1,DE-13255,OFF-PA-10003656,3
1028,CA-2020-126529,2020-01-11,2020-01-13,1,DE-13255,TEC-PH-10000148,2
1029,CA-2018-163552,2018-07-11,2018-07-15,2,LA-16780,OFF-PA-10000249,5
1030,CA-2018-163552,2018-07-11,2018-07-15,2,LA-16780,TEC-PH-10003885,3
1031,CA-2018-163552,2018-07-11,2018-07-15,2,LA-16780,FUR-CH-10003379,3
1032,CA-2018-163552,2018-07-11,2018-07-15,2,LA-16780,FUR-FU-10000629,9
1033,CA-2018-163552,2018-07-11,2018-07-15,2,LA-16780,OFF-LA-10001175,5
1034,CA-2020-109820,2020-11-20,2020-11-22,3,AG-10390,OFF-PA-10000955,3
1035,CA-2020-109820,2020-11-20,2020-11-22,3,AG-10390,OFF-BI-10003460,2
1036,CA-2020-109820,2020-11-20,2020-11-22,3,AG-10390,OFF-BI-10000474,3
1037,CA-2020-113061,2020-04-22,2020-04-26,2,EL-13735,FUR-FU-10003975,2
1038,CA-2019-127418,2019-06-13,2019-06-14,3,JJ-15445,OFF-BI-10003707,3
1039,CA-2021-121818,2021-11-20,2021-11-21,3,JH-15430,OFF-AR-10000203,7
1040,CA-2021-121818,2021-11-20,2021-11-21,3,JH-15430,OFF-AR-10001166,3
1041,CA-2020-127670,2020-03-20,2020-03-24,2,RD-19660,FUR-TA-10001095,4
1042,CA-2020-102981,2020-09-06,2020-09-09,1,MO-17500,TEC-AC-10004761,2
1043,CA-2020-102981,2020-09-06,2020-09-09,1,MO-17500,FUR-BO-10001811,3
1044,CA-2021-115651,2021-07-09,2021-07-12,3,NS-18640,OFF-AR-10001130,5
1045,CA-2021-115651,2021-07-09,2021-07-12,3,NS-18640,OFF-AP-10000055,9
1046,CA-2021-152702,2021-10-12,2021-10-16,2,SN-20710,FUR-CH-10002304,14
1047,CA-2020-169103,2020-03-08,2020-03-13,2,ZC-21910,TEC-PH-10001530,5
1048,CA-2020-169103,2020-03-08,2020-03-13,2,ZC-21910,FUR-FU-10004006,3
1049,CA-2018-139192,2018-05-27,2018-06-01,1,LC-16885,TEC-PH-10000486,12
1050,CA-2018-139192,2018-05-27,2018-06-01,1,LC-16885,TEC-AC-10001606,1
1051,US-2019-153500,2019-07-03,2019-07-05,3,DG-13300,FUR-FU-10000293,2
1052,US-2019-153500,2019-07-03,2019-07-05,3,DG-13300,OFF-PA-10001307,2
1053,US-2019-153500,2019-07-03,2019-07-05,3,DG-13300,FUR-FU-10004460,9
1054,CA-2019-110667,2019-04-04,2019-04-08,2,NF-18595,OFF-AR-10000716,2
1055,CA-2019-110667,2019-04-04,2019-04-08,2,NF-18595,FUR-FU-10004622,2
1056,CA-2019-110667,2019-04-04,2019-04-08,2,NF-18595,OFF-BI-10002735,3
1057,CA-2019-110667,2019-04-04,2019-04-08,2,NF-18595,OFF-BI-10003529,4
1058,CA-2021-167150,2021-12-10,2021-12-17,2,BP-11185,OFF-BI-10001097,4
1059,CA-2021-167150,2021-12-10,2021-12-17,2,BP-11185,OFF-BI-10001597,2
1060,CA-2020-105284,2020-11-24,2020-12-01,2,MG-17650,OFF-FA-10001754,3
1061,US-2019-125374,2019-03-23,2019-03-29,2,JD-16060,FUR-CH-10003396,2
1062,CA-2019-161263,2019-04-16,2019-04-21,2,TS-21160,OFF-AP-10002350,3
1063,CA-2019-161263,2019-04-16,2019-04-21,2,TS-21160,OFF-FA-10004838,7
1064,CA-2019-161263,2019-04-16,2019-04-21,2,TS-21160,OFF-AR-10004757,3
1065,CA-2019-161263,2019-04-16,2019-04-21,2,TS-21160,TEC-PH-10002115,3
1066,CA-2019-161263,2019-04-16,2019-04-21,2,TS-21160,OFF-FA-10003059,1
1067,CA-2019-161263,2019-04-16,2019-04-21,2,TS-21160,OFF-BI-10004330,5
1068,CA-2020-157686,2020-10-01,2020-10-02,3,BD-11620,FUR-CH-10001146,4
1069,US-2021-139955,2021-09-28,2021-09-30,1,CM-12160,OFF-SU-10001225,1
1070,US-2019-150161,2019-07-25,2019-07-29,2,RB-19795,OFF-BI-10001524,4
1071,CA-2019-144652,2019-11-20,2019-11-26,2,SN-20560,OFF-AR-10003732,7
1072,CA-2020-152814,2020-04-28,2020-05-02,2,EH-14005,OFF-PA-10001970,3
1073,CA-2021-106943,2021-11-14,2021-11-19,2,FO-14305,OFF-BI-10003669,2
1074,CA-2020-134348,2020-11-12,2020-11-19,2,MS-17710,OFF-BI-10003727,5
1075,CA-2020-134348,2020-11-12,2020-11-19,2,MS-17710,OFF-BI-10004967,7
1076,CA-2020-134348,2020-11-12,2020-11-19,2,MS-17710,TEC-AC-10003447,2
1077,CA-2020-161781,2020-09-29,2020-09-30,3,CC-12100,OFF-AR-10000255,7
1078,CA-2021-132521,2021-09-23,2021-09-25,1,DW-13540,OFF-AP-10002191,2
1079,CA-2021-132521,2021-09-23,2021-09-25,1,DW-13540,OFF-ST-10001325,3
1080,CA-2021-132521,2021-09-23,2021-09-25,1,DW-13540,OFF-BI-10000404,1
1081,CA-2019-110016,2019-11-29,2019-12-04,2,BT-11395,OFF-PA-10000249,4
1082,CA-2019-110016,2019-11-29,2019-12-04,2,BT-11395,FUR-CH-10002880,9
1083,US-2020-143819,2020-03-01,2020-03-05,2,KD-16270,FUR-TA-10001095,8
1084,US-2020-143819,2020-03-01,2020-03-05,2,KD-16270,OFF-PA-10000249,1
1085,US-2020-143819,2020-03-01,2020-03-05,2,KD-16270,OFF-ST-10003208,2
1086,US-2020-143819,2020-03-01,2020-03-05,2,KD-16270,TEC-MA-10003979,7
1087,CA-2020-167584,2020-08-12,2020-08-12,4,LC-16870,OFF-PA-10000029,1
1088,CA-2020-166163,2020-08-15,2020-08-20,1,CY-12745,TEC-PH-10004896,3
1089,CA-2020-166163,2020-08-15,2020-08-20,1,CY-12745,OFF-LA-10000452,1
1090,CA-2021-158407,2021-06-04,2021-06-10,2,LW-16990,FUR-FU-10001967,2
1091,CA-2021-158407,2021-06-04,2021-06-10,2,LW-16990,TEC-PH-10001819,2
1092,CA-2019-143490,2019-12-06,2019-12-13,2,NP-18325,OFF-AR-10002952,9
1093,CA-2019-143490,2019-12-06,2019-12-13,2,NP-18325,TEC-PH-10000576,2
1094,CA-2019-165085,2019-12-27,2019-12-31,2,BT-11485,OFF-PA-10000605,5
1095,CA-2019-165085,2019-12-27,2019-12-31,2,BT-11485,OFF-AP-10002518,2
1096,CA-2021-160423,2021-01-21,2021-01-26,2,PS-19045,OFF-ST-10004340,7
1097,CA-2021-160423,2021-01-21,2021-01-26,2,PS-19045,OFF-BI-10004001,7
1098,CA-2018-159338,2018-06-25,2018-06-28,3,NS-18640,FUR-TA-10004147,5
1099,CA-2020-107216,2020-06-14,2020-06-17,3,PV-18985,OFF-AR-10001545,4
1100,CA-2020-107216,2020-06-14,2020-06-17,3,PV-18985,FUR-FU-10000206,3
1101,CA-2020-107216,2020-06-14,2020-06-17,3,PV-18985,TEC-AC-10001013,1
1102,CA-2020-107216,2020-06-14,2020-06-17,3,PV-18985,OFF-AR-10002255,3
1103,US-2021-145863,2021-04-21,2021-04-27,2,RP-19390,OFF-BI-10004140,3
1104,US-2021-145863,2021-04-21,2021-04-27,2,RP-19390,OFF-BI-10002049,3
1105,CA-2020-112340,2020-10-21,2020-10-27,2,NM-18520,OFF-PA-10001892,3
1106,US-2020-110156,2020-11-19,2020-11-24,2,EH-13945,OFF-ST-10000642,6
1107,US-2020-110156,2020-11-19,2020-11-24,2,EH-13945,FUR-FU-10000206,2
1108,US-2020-110156,2020-11-19,2020-11-24,2,EH-13945,OFF-BI-10003676,5
1109,US-2020-110156,2020-11-19,2020-11-24,2,EH-13945,OFF-FA-10002780,12
1110,US-2020-110156,2020-11-19,2020-11-24,2,EH-13945,OFF-EN-10003798,3
1111,US-2020-110156,2020-11-19,2020-11-24,2,EH-13945,TEC-PH-10003589,5
1112,US-2020-110156,2020-11-19,2020-11-24,2,EH-13945,OFF-PA-10004735,2
1113,US-2020-110156,2020-11-19,2020-11-24,2,EH-13945,OFF-BI-10002609,2
1114,CA-2021-140585,2021-12-18,2021-12-23,1,RA-19915,OFF-BI-10003364,2
1115,CA-2021-140585,2021-12-18,2021-12-23,1,RA-19915,FUR-BO-10002206,1
1116,CA-2021-140585,2021-12-18,2021-12-23,1,RA-19915,TEC-AC-10003610,2
1117,CA-2020-144855,2020-07-22,2020-07-24,1,DL-13495,OFF-LA-10003766,2
1118,CA-2019-142755,2019-09-04,2019-09-08,2,CS-12355,OFF-PA-10001970,5
1119,CA-2019-142755,2019-09-04,2019-09-08,2,CS-12355,TEC-AC-10002049,5
1120,CA-2019-142755,2019-09-04,2019-09-08,2,CS-12355,OFF-PA-10000141,2
1121,CA-2019-142755,2019-09-04,2019-09-08,2,CS-12355,OFF-EN-10004459,2
1122,US-2018-147627,2018-01-20,2018-01-26,2,HL-15040,TEC-PH-10001061,7
1123,US-2018-147627,2018-01-20,2018-01-26,2,HL-15040,OFF-AR-10002375,7
1124,US-2018-147627,2018-01-20,2018-01-26,2,HL-15040,FUR-FU-10003194,4
1125,US-2018-147627,2018-01-20,2018-01-26,2,HL-15040,OFF-AR-10003811,3
1126,US-2018-147627,2018-01-20,2018-01-26,2,HL-15040,OFF-EN-10001990,3
1127,US-2018-147627,2018-01-20,2018-01-26,2,HL-15040,FUR-CH-10002331,3
1128,CA-2019-105970,2019-03-02,2019-03-07,2,PA-19060,OFF-AR-10003156,1
1129,CA-2019-105970,2019-03-02,2019-03-07,2,PA-19060,OFF-EN-10001532,6
1130,CA-2020-112102,2020-04-12,2020-04-16,2,BD-11605,FUR-TA-10004086,4
1131,CA-2020-112102,2020-04-12,2020-04-16,2,BD-11605,OFF-PA-10000100,1
1132,CA-2020-112102,2020-04-12,2020-04-16,2,BD-11605,OFF-EN-10002500,5
1133,US-2020-114776,2020-12-06,2020-12-07,3,GG-14650,OFF-PA-10004100,3
1134,US-2020-134908,2020-06-05,2020-06-09,2,JS-15940,OFF-ST-10003479,4
1135,US-2020-134908,2020-06-05,2020-06-09,2,JS-15940,OFF-LA-10000973,3
1136,US-2020-148803,2020-12-11,2020-12-11,4,LR-16915,OFF-ST-10001476,3
1137,CA-2020-152170,2020-11-12,2020-11-15,1,FH-14275,OFF-EN-10002831,8
1138,CA-2020-152170,2020-11-12,2020-11-15,1,FH-14275,OFF-AP-10002350,2
1139,CA-2020-152170,2020-11-12,2020-11-15,1,FH-14275,OFF-PA-10001763,2
1140,CA-2020-152170,2020-11-12,2020-11-15,1,FH-14275,OFF-AR-10003394,7
1141,CA-2020-152170,2020-11-12,2020-11-15,1,FH-14275,OFF-BI-10002072,2
1142,CA-2018-146969,2018-09-29,2018-10-03,2,AP-10915,FUR-FU-10004188,2
1143,CA-2018-146969,2018-09-29,2018-10-03,2,AP-10915,OFF-FA-10001561,4
1144,CA-2018-146969,2018-09-29,2018-10-03,2,AP-10915,OFF-PA-10002105,1
1145,CA-2018-146969,2018-09-29,2018-10-03,2,AP-10915,TEC-MA-10004241,2
1146,CA-2018-146969,2018-09-29,2018-10-03,2,AP-10915,OFF-ST-10004340,1
1147,CA-2019-112452,2019-04-04,2019-04-04,4,NC-18340,OFF-AP-10003849,2
1148,CA-2019-112452,2019-04-04,2019-04-04,4,NC-18340,OFF-FA-10002780,2
1149,CA-2019-112452,2019-04-04,2019-04-04,4,NC-18340,OFF-BI-10003350,2
1150,CA-2019-112452,2019-04-04,2019-04-04,4,NC-18340,TEC-PH-10000307,1
1151,CA-2019-112452,2019-04-04,2019-04-04,4,NC-18340,TEC-CO-10004202,2
1152,CA-2019-113971,2019-05-08,2019-05-14,2,CB-12535,FUR-FU-10001852,6
1153,CA-2020-160395,2020-12-31,2021-01-06,2,KL-16555,OFF-AR-10003759,2
1154,CA-2020-160395,2020-12-31,2021-01-06,2,KL-16555,OFF-BI-10003984,7
1155,CA-2018-136567,2018-12-20,2018-12-21,3,PS-19045,OFF-ST-10004337,2
1156,CA-2018-136567,2018-12-20,2018-12-21,3,PS-19045,FUR-TA-10001932,7
1157,CA-2018-136567,2018-12-20,2018-12-21,3,PS-19045,OFF-BI-10003982,3
1158,CA-2018-136567,2018-12-20,2018-12-21,3,PS-19045,FUR-TA-10000617,2
1159,CA-2020-149314,2020-07-02,2020-07-07,1,GB-14530,FUR-CH-10002126,1
1160,CA-2021-147039,2021-06-29,2021-07-04,2,AA-10315,OFF-AP-10000576,3
1161,CA-2021-147039,2021-06-29,2021-07-04,2,AA-10315,OFF-BI-10004654,2
1162,CA-2018-126522,2018-09-01,2018-09-05,1,LT-16765,OFF-AR-10004042,3
1163,CA-2018-127964,2018-03-03,2018-03-08,2,AP-10720,TEC-PH-10004700,1
1164,CA-2018-127964,2018-03-03,2018-03-08,2,AP-10720,OFF-BI-10004593,3
1165,CA-2018-127964,2018-03-03,2018-03-08,2,AP-10720,OFF-BI-10003429,5
1166,CA-2018-117709,2018-05-04,2018-05-08,2,PM-18940,OFF-BI-10001294,4
1167,CA-2019-125416,2019-11-02,2019-11-02,4,KC-16540,TEC-AC-10001552,9
1168,CA-2021-145226,2021-12-08,2021-12-10,1,DL-13315,FUR-FU-10004952,2
1169,CA-2021-145226,2021-12-08,2021-12-10,1,DL-13315,OFF-ST-10004123,3
1170,CA-2021-145226,2021-12-08,2021-12-10,1,DL-13315,OFF-PA-10003172,3
1171,CA-2021-145226,2021-12-08,2021-12-10,1,DL-13315,OFF-ST-10002352,4
1172,US-2018-100279,2018-03-10,2018-03-14,2,SW-20275,OFF-PA-10002259,2
1173,CA-2018-158064,2018-04-21,2018-04-25,2,AA-10375,OFF-BI-10002976,5
1174,US-2019-104430,2019-10-22,2019-10-26,2,LT-17110,OFF-BI-10000301,4
1175,CA-2019-132080,2019-08-22,2019-08-25,3,DP-13105,OFF-BI-10003694,6
1176,CA-2020-161207,2020-08-29,2020-09-03,2,AB-10060,OFF-SU-10000381,3
1177,CA-2018-120243,2018-12-27,2018-12-30,1,AT-10435,OFF-LA-10004425,4
1178,CA-2020-113621,2020-12-01,2020-12-05,2,JE-15745,FUR-CH-10001270,2
1179,CA-2020-113621,2020-12-01,2020-12-05,2,JE-15745,TEC-PH-10003931,3
