order_id,order_date,ship_date,ship_id,customer_id,region_id,product_id,sales,quantity,discount,profit,profit_margin,discount_amount,shipping_time_days
CA-2019-158421,2019-09-21,2019-09-26,6177,GB-14575,1,OFF-ST-10004186,887.84,8,0.0,17.76,0.02,0.0,5
CA-2019-158421,2019-09-21,2019-09-26,6176,GB-14575,1,OFF-BI-10000050,14.6,2,0.0,6.86,0.47,0.0,5
CA-2019-158421,2019-09-21,2019-09-26,6183,GB-14575,1,OFF-BI-10000050,14.6,2,0.0,6.86,0.47,0.0,5
CA-2019-158421,2019-09-21,2019-09-26,6183,GB-14575,1,TEC-PH-10002538,113.73,3,0.0,32.98,0.29,0.0,5
CA-2019-158421,2019-09-21,2019-09-26,6182,GB-14575,1,TEC-PH-10002538,113.73,3,0.0,32.98,0.29,0.0,5
CA-2019-158421,2019-09-21,2019-09-26,6181,GB-14575,1,TEC-PH-10002538,113.73,3,0.0,32.98,0.29,0.0,5
CA-2019-158421,2019-09-21,2019-09-26,6184,GB-14575,1,TEC-PH-10002538,113.73,3,0.0,32.98,0.29,0.0,5
CA-2019-158421,2019-09-21,2019-09-26,6180,GB-14575,1,TEC-PH-10002538,113.73,3,0.0,32.98,0.29,0.0,5
CA-2019-158421,2019-09-21,2019-09-26,6179,GB-14575,1,TEC-PH-10002538,113.73,3,0.0,32.98,0.29,0.0,5
CA-2019-158421,2019-09-21,2019-09-26,6176,GB-14575,1,TEC-PH-10002538,113.73,3,0.0,32.98,0.29,0.0,5
CA-2019-158421,2019-09-21,2019-09-26,6177,GB-14575,1,TEC-PH-10002538,113.73,3,0.0,32.98,0.29,0.0,5
CA-2019-158421,2019-09-21,2019-09-26,6178,GB-14575,1,TEC-PH-10002538,113.73,3,0.0,32.98,0.29,0.0,5
CA-2019-158456,2019-12-24,2019-12-29,2960,KT-16465,2,OFF-BI-10001097,19.94,4,0.2,7.23,0.36,3.99,5
CA-2019-158456,2019-12-24,2019-12-29,2959,KT-16465,2,OFF-FA-10004854,45.92,4,0.0,21.58,0.47,0.0,5
CA-2019-158456,2019-12-24,2019-12-29,2960,KT-16465,2,OFF-FA-10004854,45.92,4,0.0,21.58,0.47,0.0,5
CA-2019-158456,2019-12-24,2019-12-29,2959,KT-16465,2,OFF-BI-10001097,19.94,4,0.2,7.23,0.36,3.99,5
CA-2019-158491,2019-06-04,2019-06-09,7250,BP-11155,2,TEC-AC-10001874,119.98,2,0.0,35.99,0.3,0.0,5
CA-2019-158491,2019-06-04,2019-06-09,7251,BP-11155,2,TEC-AC-10001874,119.98,2,0.0,35.99,0.3,0.0,5
CA-2019-158491,2019-06-04,2019-06-09,7250,BP-11155,2,TEC-AC-10003870,989.97,3,0.0,395.99,0.4,0.0,5
CA-2019-158491,2019-06-04,2019-06-09,7251,BP-11155,2,TEC-AC-10003870,989.97,3,0.0,395.99,0.4,0.0,5
CA-2019-158554,2019-11-09,2019-11-09,1564,CM-12190,4,OFF-PA-10004000,11.35,3,0.2,4.12,0.36,2.27,0
CA-2019-158659,2019-11-10,2019-11-14,5006,SC-20695,3,OFF-ST-10003306,714.3,5,0.0,207.15,0.29,0.0,4
CA-2019-158701,2019-01-05,2019-01-10,8376,JL-15175,2,OFF-BI-10001294,56.16,6,0.2,17.55,0.31,11.23,5
CA-2019-158701,2019-01-05,2019-01-10,8375,JL-15175,2,OFF-BI-10001294,56.16,6,0.2,17.55,0.31,11.23,5
CA-2019-158701,2019-01-05,2019-01-10,8376,JL-15175,2,OFF-AP-10004859,87.36,6,0.0,23.59,0.27,0.0,5
CA-2019-158701,2019-01-05,2019-01-10,8375,JL-15175,2,OFF-AP-10004859,87.36,6,0.0,23.59,0.27,0.0,5
CA-2019-158792,2019-12-26,2020-01-02,526,BD-11605,4,OFF-FA-10002780,22.2,5,0.0,10.43,0.47,0.0,7
CA-2019-158918,2019-12-20,2019-12-25,8670,AI-10855,2,OFF-PA-10000249,17.12,4,0.0,7.7,0.45,0.0,5
CA-2019-158939,2019-11-26,2019-12-01,5773,EA-14035,3,TEC-CO-10002313,599.99,1,0.0,234.0,0.39,0.0,5
CA-2019-159380,2019-05-12,2019-05-16,2805,CS-12505,2,OFF-PA-10004239,25.68,6,0.0,11.56,0.45,0.0,4
CA-2019-159380,2019-05-12,2019-05-16,2804,CS-12505,2,OFF-PA-10004239,25.68,6,0.0,11.56,0.45,0.0,4
CA-2019-159380,2019-05-12,2019-05-16,2804,CS-12505,2,OFF-PA-10003893,12.84,3,0.0,5.78,0.45,0.0,4
CA-2019-159380,2019-05-12,2019-05-16,2805,CS-12505,2,OFF-PA-10003893,12.84,3,0.0,5.78,0.45,0.0,4
CA-2019-159534,2019-03-20,2019-03-23,9926,DH-13075,4,OFF-EN-10004386,23.99,1,0.0,12.0,0.5,0.0,3
CA-2019-159534,2019-03-20,2019-03-23,9927,DH-13075,4,OFF-EN-10004386,23.99,1,0.0,12.0,0.5,0.0,3
CA-2019-159534,2019-03-20,2019-03-23,9924,DH-13075,4,OFF-BI-10003982,49.85,3,0.2,16.82,0.34,9.97,3
CA-2019-159534,2019-03-20,2019-03-23,9925,DH-13075,4,OFF-BI-10003982,49.85,3,0.2,16.82,0.34,9.97,3
CA-2019-159534,2019-03-20,2019-03-23,9926,DH-13075,4,OFF-BI-10003982,49.85,3,0.2,16.82,0.34,9.97,3
CA-2019-159534,2019-03-20,2019-03-23,9927,DH-13075,4,OFF-BI-10003982,49.85,3,0.2,16.82,0.34,9.97,3
CA-2019-159534,2019-03-20,2019-03-23,9928,DH-13075,4,OFF-BI-10003982,49.85,3,0.2,16.82,0.34,9.97,3
CA-2019-159534,2019-03-20,2019-03-23,9924,DH-13075,4,OFF-EN-10004386,23.99,1,0.0,12.0,0.5,0.0,3
CA-2019-159534,2019-03-20,2019-03-23,9928,DH-13075,4,OFF-EN-10004386,23.99,1,0.0,12.0,0.5,0.0,3
CA-2019-159534,2019-03-20,2019-03-23,9924,DH-13075,4,OFF-BI-10003656,1087.94,8,0.2,353.58,0.32,217.59,3
CA-2019-159534,2019-03-20,2019-03-23,9925,DH-13075,4,OFF-ST-10001172,83.92,4,0.0,20.14,0.24,0.0,3
CA-2019-159534,2019-03-20,2019-03-23,9926,DH-13075,4,OFF-BI-10003656,1087.94,8,0.2,353.58,0.32,217.59,3
CA-2019-159534,2019-03-20,2019-03-23,9927,DH-13075,4,OFF-ST-10001172,83.92,4,0.0,20.14,0.24,0.0,3
CA-2019-159534,2019-03-20,2019-03-23,9924,DH-13075,4,OFF-ST-10001172,83.92,4,0.0,20.14,0.24,0.0,3
CA-2019-159534,2019-03-20,2019-03-23,9928,DH-13075,4,TEC-PH-10002310,199.98,2,0.0,53.99,0.27,0.0,3
CA-2019-159534,2019-03-20,2019-03-23,9927,DH-13075,4,TEC-PH-10002310,199.98,2,0.0,53.99,0.27,0.0,3
CA-2019-159534,2019-03-20,2019-03-23,9928,DH-13075,4,OFF-ST-10001172,83.92,4,0.0,20.14,0.24,0.0,3
CA-2019-159534,2019-03-20,2019-03-23,9926,DH-13075,4,TEC-PH-10002310,199.98,2,0.0,53.99,0.27,0.0,3
CA-2019-159534,2019-03-20,2019-03-23,9925,DH-13075,4,TEC-PH-10002310,199.98,2,0.0,53.99,0.27,0.0,3
CA-2019-159534,2019-03-20,2019-03-23,9925,DH-13075,4,OFF-BI-10003656,1087.94,8,0.2,353.58,0.32,217.59,3
CA-2019-159534,2019-03-20,2019-03-23,9925,DH-13075,4,OFF-EN-10004386,23.99,1,0.0,12.0,0.5,0.0,3
CA-2019-159534,2019-03-20,2019-03-23,9924,DH-13075,4,TEC-PH-10002310,199.98,2,0.0,53.99,0.27,0.0,3
CA-2019-159534,2019-03-20,2019-03-23,9926,DH-13075,4,OFF-ST-10001172,83.92,4,0.0,20.14,0.24,0.0,3
CA-2019-159534,2019-03-20,2019-03-23,9928,DH-13075,4,OFF-BI-10003656,1087.94,8,0.2,353.58,0.32,217.59,3
CA-2019-159534,2019-03-20,2019-03-23,9927,DH-13075,4,OFF-BI-10003656,1087.94,8,0.2,353.58,0.32,217.59,3
CA-2019-159590,2019-07-18,2019-07-21,7340,KC-16255,4,OFF-AR-10003190,5.76,2,0.0,1.61,0.28,0.0,3
CA-2019-159779,2019-09-25,2019-09-29,5597,SB-20185,4,OFF-BI-10002735,68.62,2,0.0,32.25,0.47,0.0,4
CA-2019-159786,2019-10-12,2019-10-17,2117,RK-19300,4,FUR-TA-10001307,209.67,1,0.4,-13.98,-0.07,83.87,5
CA-2019-159863,2019-09-04,2019-09-07,4617,DS-13180,3,TEC-AC-10000109,134.38,3,0.2,6.72,0.05,26.88,3
CA-2019-160059,2019-11-27,2019-12-01,962,TB-21190,1,OFF-BI-10000145,6.24,2,0.0,3.06,0.49,0.0,4
CA-2019-160171,2019-10-19,2019-10-24,5435,RM-19675,2,OFF-AP-10000275,1640.7,5,0.0,459.4,0.28,0.0,5
CA-2019-160171,2019-10-19,2019-10-24,5436,RM-19675,2,OFF-AP-10000275,1640.7,5,0.0,459.4,0.28,0.0,5
CA-2019-160171,2019-10-19,2019-10-24,5435,RM-19675,2,TEC-AC-10000892,270.0,3,0.0,97.2,0.36,0.0,5
CA-2019-160171,2019-10-19,2019-10-24,5436,RM-19675,2,TEC-AC-10000892,270.0,3,0.0,97.2,0.36,0.0,5
CA-2019-160213,2019-03-08,2019-03-13,4167,AR-10825,4,OFF-PA-10003848,19.44,3,0.0,9.33,0.48,0.0,5
CA-2019-160227,2019-11-02,2019-11-04,9057,ED-13885,4,FUR-CH-10002073,2621.32,11,0.1,553.39,0.21,262.13,2
CA-2019-160472,2019-07-20,2019-07-25,1853,RK-19300,3,OFF-EN-10000483,106.75,7,0.0,49.1,0.46,0.0,5
CA-2019-160472,2019-07-20,2019-07-25,1854,RK-19300,3,OFF-EN-10000483,106.75,7,0.0,49.1,0.46,0.0,5
CA-2019-160472,2019-07-20,2019-07-25,1855,RK-19300,3,OFF-EN-10000483,106.75,7,0.0,49.1,0.46,0.0,5
CA-2019-160472,2019-07-20,2019-07-25,1850,RK-19300,3,OFF-PA-10003129,97.82,2,0.0,45.98,0.47,0.0,5
CA-2019-160472,2019-07-20,2019-07-25,1851,RK-19300,3,OFF-PA-10003129,97.82,2,0.0,45.98,0.47,0.0,5
CA-2019-160472,2019-07-20,2019-07-25,1852,RK-19300,3,OFF-PA-10003129,97.82,2,0.0,45.98,0.47,0.0,5
CA-2019-160472,2019-07-20,2019-07-25,1850,RK-19300,3,OFF-ST-10000464,34.76,1,0.0,9.73,0.28,0.0,5
CA-2019-160472,2019-07-20,2019-07-25,1855,RK-19300,3,OFF-PA-10003129,97.82,2,0.0,45.98,0.47,0.0,5
CA-2019-160472,2019-07-20,2019-07-25,1852,RK-19300,3,OFF-EN-10000483,106.75,7,0.0,49.1,0.46,0.0,5
CA-2019-160472,2019-07-20,2019-07-25,1850,RK-19300,3,OFF-ST-10003442,141.4,5,0.0,38.18,0.27,0.0,5
CA-2019-160472,2019-07-20,2019-07-25,1851,RK-19300,3,OFF-ST-10003442,141.4,5,0.0,38.18,0.27,0.0,5
CA-2019-160472,2019-07-20,2019-07-25,1852,RK-19300,3,OFF-ST-10003442,141.4,5,0.0,38.18,0.27,0.0,5
CA-2019-160472,2019-07-20,2019-07-25,1853,RK-19300,3,OFF-ST-10003442,141.4,5,0.0,38.18,0.27,0.0,5
CA-2019-160472,2019-07-20,2019-07-25,1854,RK-19300,3,OFF-ST-10003442,141.4,5,0.0,38.18,0.27,0.0,5
CA-2019-160472,2019-07-20,2019-07-25,1854,RK-19300,3,OFF-PA-10003129,97.82,2,0.0,45.98,0.47,0.0,5
CA-2019-160472,2019-07-20,2019-07-25,1851,RK-19300,3,OFF-EN-10000483,106.75,7,0.0,49.1,0.46,0.0,5
CA-2019-160472,2019-07-20,2019-07-25,1854,RK-19300,3,OFF-PA-10000528,26.4,5,0.0,11.88,0.45,0.0,5
CA-2019-160472,2019-07-20,2019-07-25,1855,RK-19300,3,OFF-PA-10000528,26.4,5,0.0,11.88,0.45,0.0,5
CA-2019-160472,2019-07-20,2019-07-25,1852,RK-19300,3,OFF-ST-10000464,34.76,1,0.0,9.73,0.28,0.0,5
CA-2019-160472,2019-07-20,2019-07-25,1853,RK-19300,3,OFF-ST-10000464,34.76,1,0.0,9.73,0.28,0.0,5
CA-2019-160472,2019-07-20,2019-07-25,1854,RK-19300,3,OFF-ST-10000464,34.76,1,0.0,9.73,0.28,0.0,5
CA-2019-160472,2019-07-20,2019-07-25,1855,RK-19300,3,OFF-ST-10000464,34.76,1,0.0,9.73,0.28,0.0,5
CA-2019-160472,2019-07-20,2019-07-25,1850,RK-19300,3,TEC-AC-10002253,831.2,5,0.0,124.68,0.15,0.0,5
CA-2019-160472,2019-07-20,2019-07-25,1851,RK-19300,3,TEC-AC-10002253,831.2,5,0.0,124.68,0.15,0.0,5
CA-2019-160472,2019-07-20,2019-07-25,1852,RK-19300,3,TEC-AC-10002253,831.2,5,0.0,124.68,0.15,0.0,5
CA-2019-160472,2019-07-20,2019-07-25,1853,RK-19300,3,TEC-AC-10002253,831.2,5,0.0,124.68,0.15,0.0,5
CA-2019-160472,2019-07-20,2019-07-25,1854,RK-19300,3,TEC-AC-10002253,831.2,5,0.0,124.68,0.15,0.0,5
CA-2019-160472,2019-07-20,2019-07-25,1855,RK-19300,3,TEC-AC-10002253,831.2,5,0.0,124.68,0.15,0.0,5
CA-2019-160472,2019-07-20,2019-07-25,1850,RK-19300,3,OFF-PA-10000528,26.4,5,0.0,11.88,0.45,0.0,5
CA-2019-160472,2019-07-20,2019-07-25,1851,RK-19300,3,OFF-PA-10000528,26.4,5,0.0,11.88,0.45,0.0,5
CA-2019-160472,2019-07-20,2019-07-25,1852,RK-19300,3,OFF-PA-10000528,26.4,5,0.0,11.88,0.45,0.0,5
CA-2019-160472,2019-07-20,2019-07-25,1853,RK-19300,3,OFF-PA-10000528,26.4,5,0.0,11.88,0.45,0.0,5
CA-2019-160472,2019-07-20,2019-07-25,1855,RK-19300,3,OFF-ST-10003442,141.4,5,0.0,38.18,0.27,0.0,5
CA-2019-160472,2019-07-20,2019-07-25,1850,RK-19300,3,OFF-EN-10000483,106.75,7,0.0,49.1,0.46,0.0,5
CA-2019-160472,2019-07-20,2019-07-25,1853,RK-19300,3,OFF-PA-10003129,97.82,2,0.0,45.98,0.47,0.0,5
CA-2019-160472,2019-07-20,2019-07-25,1851,RK-19300,3,OFF-ST-10000464,34.76,1,0.0,9.73,0.28,0.0,5
CA-2019-160696,2019-09-06,2019-09-10,4985,CK-12760,1,OFF-FA-10003059,7.24,5,0.2,1.18,0.16,1.45,4
CA-2019-160787,2019-09-25,2019-09-25,9437,BM-11785,4,OFF-BI-10003712,2.95,2,0.7,-2.06,-0.7,2.06,0
CA-2019-160794,2019-08-06,2019-08-08,2307,MS-17980,3,OFF-PA-10004156,27.22,3,0.2,9.87,0.36,5.44,2
CA-2019-160864,2019-05-03,2019-05-06,9551,NF-18595,2,OFF-BI-10004654,13.85,3,0.2,5.19,0.37,2.77,3
CA-2019-161214,2019-10-05,2019-10-08,4622,SF-20965,4,OFF-ST-10001328,77.55,5,0.0,21.71,0.28,0.0,3
CA-2019-161242,2019-06-01,2019-06-08,9565,CG-12040,2,OFF-PA-10001838,11.76,2,0.0,5.76,0.49,0.0,7
CA-2019-161263,2019-04-16,2019-04-21,1065,TS-21160,4,OFF-AR-10004757,7.87,3,0.2,1.28,0.16,1.57,5
CA-2019-161263,2019-04-16,2019-04-21,1062,TS-21160,4,OFF-AR-10004757,7.87,3,0.2,1.28,0.16,1.57,5
CA-2019-161263,2019-04-16,2019-04-21,1064,TS-21160,4,OFF-AR-10004757,7.87,3,0.2,1.28,0.16,1.57,5
CA-2019-161263,2019-04-16,2019-04-21,1066,TS-21160,4,OFF-AR-10004757,7.87,3,0.2,1.28,0.16,1.57,5
CA-2019-161263,2019-04-16,2019-04-21,1062,TS-21160,4,OFF-FA-10004838,10.42,7,0.2,-2.21,-0.21,2.08,5
CA-2019-161263,2019-04-16,2019-04-21,1064,TS-21160,4,OFF-AP-10002350,45.22,3,0.2,4.52,0.1,9.04,5
CA-2019-161263,2019-04-16,2019-04-21,1062,TS-21160,4,OFF-AP-10002350,45.22,3,0.2,4.52,0.1,9.04,5
CA-2019-161263,2019-04-16,2019-04-21,1062,TS-21160,4,OFF-BI-10004330,55.47,5,0.7,-46.22,-0.83,38.83,5
CA-2019-161263,2019-04-16,2019-04-21,1063,TS-21160,4,OFF-AP-10002350,45.22,3,0.2,4.52,0.1,9.04,5
CA-2019-161263,2019-04-16,2019-04-21,1065,TS-21160,4,OFF-AP-10002350,45.22,3,0.2,4.52,0.1,9.04,5
CA-2019-161263,2019-04-16,2019-04-21,1066,TS-21160,4,OFF-AP-10002350,45.22,3,0.2,4.52,0.1,9.04,5
CA-2019-161263,2019-04-16,2019-04-21,1067,TS-21160,4,OFF-AP-10002350,45.22,3,0.2,4.52,0.1,9.04,5
CA-2019-161263,2019-04-16,2019-04-21,1064,TS-21160,4,OFF-FA-10004838,10.42,7,0.2,-2.21,-0.21,2.08,5
CA-2019-161263,2019-04-16,2019-04-21,1063,TS-21160,4,OFF-AR-10004757,7.87,3,0.2,1.28,0.16,1.57,5
CA-2019-161263,2019-04-16,2019-04-21,1067,TS-21160,4,OFF-AR-10004757,7.87,3,0.2,1.28,0.16,1.57,5
CA-2019-161263,2019-04-16,2019-04-21,1063,TS-21160,4,OFF-BI-10004330,55.47,5,0.7,-46.22,-0.83,38.83,5
CA-2019-161263,2019-04-16,2019-04-21,1065,TS-21160,4,OFF-FA-10004838,10.42,7,0.2,-2.21,-0.21,2.08,5
CA-2019-161263,2019-04-16,2019-04-21,1064,TS-21160,4,OFF-FA-10003059,1.45,1,0.2,0.24,0.16,0.29,5
CA-2019-161263,2019-04-16,2019-04-21,1063,TS-21160,4,OFF-FA-10004838,10.42,7,0.2,-2.21,-0.21,2.08,5
CA-2019-161263,2019-04-16,2019-04-21,1062,TS-21160,4,OFF-FA-10003059,1.45,1,0.2,0.24,0.16,0.29,5
CA-2019-161263,2019-04-16,2019-04-21,1063,TS-21160,4,OFF-FA-10003059,1.45,1,0.2,0.24,0.16,0.29,5
CA-2019-161263,2019-04-16,2019-04-21,1065,TS-21160,4,OFF-FA-10003059,1.45,1,0.2,0.24,0.16,0.29,5
CA-2019-161263,2019-04-16,2019-04-21,1066,TS-21160,4,OFF-FA-10003059,1.45,1,0.2,0.24,0.16,0.29,5
CA-2019-161263,2019-04-16,2019-04-21,1067,TS-21160,4,OFF-FA-10003059,1.45,1,0.2,0.24,0.16,0.29,5
CA-2019-161263,2019-04-16,2019-04-21,1064,TS-21160,4,OFF-BI-10004330,55.47,5,0.7,-46.22,-0.83,38.83,5
CA-2019-161263,2019-04-16,2019-04-21,1067,TS-21160,4,OFF-BI-10004330,55.47,5,0.7,-46.22,-0.83,38.83,5
CA-2019-161263,2019-04-16,2019-04-21,1066,TS-21160,4,OFF-BI-10004330,55.47,5,0.7,-46.22,-0.83,38.83,5
CA-2019-161263,2019-04-16,2019-04-21,1065,TS-21160,4,OFF-BI-10004330,55.47,5,0.7,-46.22,-0.83,38.83,5
CA-2019-161263,2019-04-16,2019-04-21,1067,TS-21160,4,TEC-PH-10002115,118.78,3,0.4,-27.72,-0.23,47.51,5
CA-2019-161263,2019-04-16,2019-04-21,1066,TS-21160,4,TEC-PH-10002115,118.78,3,0.4,-27.72,-0.23,47.51,5
CA-2019-161263,2019-04-16,2019-04-21,1063,TS-21160,4,TEC-PH-10002115,118.78,3,0.4,-27.72,-0.23,47.51,5
CA-2019-161263,2019-04-16,2019-04-21,1062,TS-21160,4,TEC-PH-10002115,118.78,3,0.4,-27.72,-0.23,47.51,5
CA-2019-161263,2019-04-16,2019-04-21,1064,TS-21160,4,TEC-PH-10002115,118.78,3,0.4,-27.72,-0.23,47.51,5
CA-2019-161263,2019-04-16,2019-04-21,1067,TS-21160,4,OFF-FA-10004838,10.42,7,0.2,-2.21,-0.21,2.08,5
CA-2019-161263,2019-04-16,2019-04-21,1066,TS-21160,4,OFF-FA-10004838,10.42,7,0.2,-2.21,-0.21,2.08,5
CA-2019-161263,2019-04-16,2019-04-21,1065,TS-21160,4,TEC-PH-10002115,118.78,3,0.4,-27.72,-0.23,47.51,5
CA-2019-161445,2019-09-07,2019-09-09,6790,CC-12610,1,OFF-AR-10001953,140.74,4,0.2,12.31,0.09,28.15,2
CA-2019-161452,2019-04-05,2019-04-11,7646,CA-11965,2,FUR-CH-10003973,892.22,3,0.2,89.22,0.1,178.44,6
CA-2019-161627,2019-07-06,2019-07-11,5164,SJ-20215,2,FUR-CH-10003968,170.35,3,0.2,-17.04,-0.1,34.07,5
CA-2019-161711,2019-11-28,2019-12-03,6217,MC-17425,4,OFF-EN-10001990,62.24,8,0.0,29.25,0.47,0.0,5
CA-2019-161711,2019-11-28,2019-12-03,6216,MC-17425,4,OFF-EN-10001990,62.24,8,0.0,29.25,0.47,0.0,5
CA-2019-161711,2019-11-28,2019-12-03,6217,MC-17425,4,FUR-FU-10000087,68.16,3,0.0,27.95,0.41,0.0,5
CA-2019-161711,2019-11-28,2019-12-03,6216,MC-17425,4,FUR-FU-10000087,68.16,3,0.0,27.95,0.41,0.0,5
CA-2019-161718,2019-12-04,2019-12-10,3374,SO-20335,4,FUR-CH-10002965,361.76,2,0.1,68.33,0.19,36.18,6
CA-2019-161718,2019-12-04,2019-12-10,3376,SO-20335,4,FUR-CH-10002965,361.76,2,0.1,68.33,0.19,36.18,6
CA-2019-161718,2019-12-04,2019-12-10,3374,SO-20335,4,FUR-FU-10002445,28.44,3,0.0,11.38,0.4,0.0,6
CA-2019-161718,2019-12-04,2019-12-10,3376,SO-20335,4,FUR-FU-10002445,28.44,3,0.0,11.38,0.4,0.0,6
CA-2019-161718,2019-12-04,2019-12-10,3377,SO-20335,4,FUR-FU-10002445,28.44,3,0.0,11.38,0.4,0.0,6
CA-2019-161718,2019-12-04,2019-12-10,3374,SO-20335,4,FUR-CH-10002372,364.41,5,0.1,8.1,0.02,36.44,6
CA-2019-161718,2019-12-04,2019-12-10,3377,SO-20335,4,FUR-CH-10002965,361.76,2,0.1,68.33,0.19,36.18,6
CA-2019-161718,2019-12-04,2019-12-10,3376,SO-20335,4,FUR-CH-10002372,364.41,5,0.1,8.1,0.02,36.44,6
CA-2019-161718,2019-12-04,2019-12-10,3375,SO-20335,4,FUR-CH-10002372,364.41,5,0.1,8.1,0.02,36.44,6
CA-2019-161718,2019-12-04,2019-12-10,3374,SO-20335,4,TEC-PH-10000376,39.96,4,0.0,10.39,0.26,0.0,6
CA-2019-161718,2019-12-04,2019-12-10,3375,SO-20335,4,TEC-PH-10000376,39.96,4,0.0,10.39,0.26,0.0,6
CA-2019-161718,2019-12-04,2019-12-10,3376,SO-20335,4,TEC-PH-10000376,39.96,4,0.0,10.39,0.26,0.0,6
CA-2019-161718,2019-12-04,2019-12-10,3377,SO-20335,4,TEC-PH-10000376,39.96,4,0.0,10.39,0.26,0.0,6
CA-2019-161718,2019-12-04,2019-12-10,3375,SO-20335,4,FUR-CH-10002965,361.76,2,0.1,68.33,0.19,36.18,6
CA-2019-161718,2019-12-04,2019-12-10,3377,SO-20335,4,FUR-CH-10002372,364.41,5,0.1,8.1,0.02,36.44,6
CA-2019-161718,2019-12-04,2019-12-10,3375,SO-20335,4,FUR-FU-10002445,28.44,3,0.0,11.38,0.4,0.0,6
CA-2019-161767,2019-11-20,2019-11-24,6952,GK-14620,3,TEC-MA-10002790,479.99,2,0.4,56.0,0.12,192.0,4
CA-2019-161795,2019-12-21,2019-12-23,7755,AH-10075,4,OFF-AR-10001919,3.01,2,0.2,0.34,0.11,0.6,2
CA-2019-161830,2019-09-24,2019-09-26,4916,ME-17725,2,OFF-BI-10001097,14.95,3,0.2,5.42,0.36,2.99,2
CA-2019-161830,2019-09-24,2019-09-26,4915,ME-17725,2,OFF-BI-10001097,14.95,3,0.2,5.42,0.36,2.99,2
CA-2019-161830,2019-09-24,2019-09-26,4915,ME-17725,2,OFF-AR-10004042,35.96,2,0.0,10.43,0.29,0.0,2
CA-2019-161830,2019-09-24,2019-09-26,4916,ME-17725,2,OFF-AR-10004042,35.96,2,0.0,10.43,0.29,0.0,2
CA-2019-161998,2019-05-01,2019-05-05,3993,DB-13120,1,OFF-SU-10004261,41.38,3,0.2,4.65,0.11,8.28,4
CA-2019-161998,2019-05-01,2019-05-05,3992,DB-13120,1,FUR-FU-10001095,63.55,3,0.2,14.3,0.23,12.71,4
CA-2019-161998,2019-05-01,2019-05-05,3994,DB-13120,1,OFF-AR-10004022,172.7,6,0.2,10.79,0.06,34.54,4
CA-2019-161998,2019-05-01,2019-05-05,3993,DB-13120,1,OFF-AR-10004022,172.7,6,0.2,10.79,0.06,34.54,4
CA-2019-161998,2019-05-01,2019-05-05,3992,DB-13120,1,OFF-AR-10004022,172.7,6,0.2,10.79,0.06,34.54,4
CA-2019-161998,2019-05-01,2019-05-05,3994,DB-13120,1,OFF-SU-10004261,41.38,3,0.2,4.65,0.11,8.28,4
CA-2019-161998,2019-05-01,2019-05-05,3993,DB-13120,1,FUR-FU-10001095,63.55,3,0.2,14.3,0.23,12.71,4
CA-2019-161998,2019-05-01,2019-05-05,3992,DB-13120,1,OFF-SU-10004261,41.38,3,0.2,4.65,0.11,8.28,4
CA-2019-161998,2019-05-01,2019-05-05,3994,DB-13120,1,FUR-FU-10001095,63.55,3,0.2,14.3,0.23,12.71,4
CA-2019-162047,2019-11-03,2019-11-05,5764,FH-14365,4,FUR-CH-10004983,1448.82,10,0.1,209.27,0.14,144.88,2
CA-2019-162166,2019-09-08,2019-09-11,5058,NM-18520,2,OFF-ST-10002486,41.88,6,0.0,0.84,0.02,0.0,3
CA-2019-162166,2019-09-08,2019-09-11,5057,NM-18520,2,OFF-ST-10002486,41.88,6,0.0,0.84,0.02,0.0,3
CA-2019-162166,2019-09-08,2019-09-11,5057,NM-18520,2,OFF-PA-10002606,26.4,5,0.0,11.88,0.45,0.0,3
CA-2019-162166,2019-09-08,2019-09-11,5058,NM-18520,2,OFF-PA-10002606,26.4,5,0.0,11.88,0.45,0.0,3
CA-2019-162201,2019-06-08,2019-06-12,9819,AG-10495,1,OFF-PA-10001215,42.24,10,0.2,13.2,0.31,8.45,4
CA-2019-162201,2019-06-08,2019-06-12,9818,AG-10495,1,OFF-PA-10001215,42.24,10,0.2,13.2,0.31,8.45,4
CA-2019-162201,2019-06-08,2019-06-12,9820,AG-10495,1,OFF-PA-10001215,42.24,10,0.2,13.2,0.31,8.45,4
CA-2019-162201,2019-06-08,2019-06-12,9821,AG-10495,1,OFF-PA-10001215,42.24,10,0.2,13.2,0.31,8.45,4
CA-2019-162201,2019-06-08,2019-06-12,9822,AG-10495,1,OFF-PA-10001215,42.24,10,0.2,13.2,0.31,8.45,4
CA-2019-162201,2019-06-08,2019-06-12,9821,AG-10495,1,OFF-AR-10003856,4.45,2,0.2,0.33,0.07,0.89,4
CA-2019-162201,2019-06-08,2019-06-12,9816,AG-10495,1,OFF-PA-10001215,42.24,10,0.2,13.2,0.31,8.45,4
CA-2019-162201,2019-06-08,2019-06-12,9822,AG-10495,1,OFF-LA-10001982,9.0,3,0.2,3.15,0.35,1.8,4
CA-2019-162201,2019-06-08,2019-06-12,9817,AG-10495,1,FUR-FU-10001185,173.21,7,0.2,45.47,0.26,34.64,4
CA-2019-162201,2019-06-08,2019-06-12,9820,AG-10495,1,OFF-LA-10001982,9.0,3,0.2,3.15,0.35,1.8,4
CA-2019-162201,2019-06-08,2019-06-12,9819,AG-10495,1,OFF-LA-10001982,9.0,3,0.2,3.15,0.35,1.8,4
